year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,سیاست,اجتماعی,حوادث طبیعی,هنر,علم,ایران,ورزشی
381,9,5,آخرین جنگ اردشیر بابکان، با رومیان، با پیروزی ایران، به پایان رسید.,"[{'text': 'اردشیر بابکان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%A8%D8%A7%D8%A8%DA%A9%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'روم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D9%85'}]",1002,11,27,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%A8%D8%A7%D8%A8%DA%A9%D8%A7%D9%86,https://en.wikipedia.org/wiki/Ardashir_I,Ardashir I,0.8406488299369812,0.8383809924125671,0.8357114791870117,0.8339422345161438,0.8324970006942749,0.8257949948310852,0.8174120783805847
399,7,26,احداث شهر «به اردشیر» در ایالت کرمان، به دستور اردشیر ساسانی,"[{'text': 'اردشیر ساسانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%B3%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}, {'text': 'کرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}]",1020,10,18,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%B3%D8%A7%D8%B3%D8%A7%D9%86%DB%8C,<No English page found>,"Construction of Ardashir City in Kerman, Ardashir Sassanid",0.8454808592796326,0.8454020023345947,0.8444845676422119,0.8437216877937317,0.8433774709701538,0.8401787281036377,0.827865719795227
400,12,19,فردوسی چنان که در خود شاهنامه آمده در این روز سرایش شاهنامه را به پایان رساند,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1022,3,10,,,Ferdowsi completed the Shahnameh as the Shahnameh himself,0.8373420238494873,0.8305477499961853,0.8301596641540527,0.8286293148994446,0.8268659114837646,0.8195198178291321,0.8187071084976196
419,3,2,نبرد دندانقان,"[{'text': 'نبرد دندانقان', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%82%D8%A7%D9%86'}]",1040,5,23,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%82%D8%A7%D9%86,https://en.wikipedia.org/wiki/Battle_of_Dandanaqan,Battle of Dandanaqan,0.8025678992271423,0.8001382946968079,0.7998150587081909,0.797860324382782,0.7940114736557007,0.793218731880188,0.7926360368728638
450,6,4,نبرد ملازگرد,"[{'text': 'نبرد ملازگرد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%84%D8%A7%D8%B2%DA%AF%D8%B1%D8%AF'}]",1071,8,26,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%84%D8%A7%D8%B2%DA%AF%D8%B1%D8%AF,https://en.wikipedia.org/wiki/Battle_of_Manzikert,Battle of Manzikert,0.8200491070747375,0.8181256651878357,0.8179272413253784,0.816097617149353,0.8153741955757141,0.8137190341949463,0.8052496314048767
508,12,15,زمین‌لرزه جبال,[],1130,3,6,,,Jabal earthquake,0.8367350101470947,0.833864688873291,0.833836555480957,0.8319495320320129,0.8317046165466309,0.8307521343231201,0.8165737986564636
522,7,16,تاج‌گذاری داریوش بزرگ,[],1143,10,9,,,Darius the Great Crown,0.8412582278251648,0.8387209177017212,0.837687611579895,0.8341742157936096,0.8311907649040222,0.8274192810058594,0.8234368562698364
525,8,26,آغاز ساختمان مسجد گوهرشاد در مشهد به دستور گوهرشاد,"[{'text': 'مسجد گوهرشاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%DA%AF%D9%88%D9%87%D8%B1%D8%B4%D8%A7%D8%AF'}, {'text': 'مشهد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B4%D9%87%D8%AF'}]",1146,11,17,https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%DA%AF%D9%88%D9%87%D8%B1%D8%B4%D8%A7%D8%AF,https://en.wikipedia.org/wiki/Goharshad_Mosque,Goharshad Mosque,0.8409659266471863,0.8404579758644104,0.8384763598442078,0.8378848433494568,0.8369929790496826,0.8349968791007996,0.8342545032501221
539,5,8,بازسازی بندر صور در فنیقیه با هزینه ایران به دستور کوروش بزرگ و تبدیل شدن این شهر به یکی از پایگاه های دریایی ایران در مدیترانه به مدت ۲ قرن.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فنیقیه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D9%86%DB%8C%D9%82%DB%8C%E2%80%8C%D9%87%D8%A7'}, {'text': 'کوروش بزرگ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF'}]",1160,7,30,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF,https://en.wikipedia.org/wiki/Cyrus_the_Great,Cyrus the Great,0.8144865036010742,0.8120559453964233,0.8004609942436218,0.7987220287322998,0.7959550619125366,0.7817331552505493,0.7789912223815918
539,8,7,ورود کوروش بزرگ به دولت شهر بابل و آزاد کردن یهودیان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1160,10,29,,,Cyrus the Great entry into the Babylonian government and release the Jews,0.8131875991821289,0.8088203072547913,0.8059016466140747,0.8021881580352783,0.799802303314209,0.7981427311897278,0.789968729019165
551,12,18,ساخت تالار جدیدی در کاخ سفید (تیسفون) که به نام طاق کسری شهرت یافت، به پایان رسید,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'طاق کسری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B7%D8%A7%D9%82_%DA%A9%D8%B3%D8%B1%DB%8C'}, {'text': 'کاخ سفید (تیسفون)', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%AE_%D8%B3%D9%81%DB%8C%D8%AF_(%D8%AA%DB%8C%D8%B3%D9%81%D9%88%D9%86)'}]",1173,3,9,https://fa.wikipedia.org/wiki/%D8%B7%D8%A7%D9%82_%DA%A9%D8%B3%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Taq_Kasra,Taq Kasra,0.8257356882095337,0.8242250680923462,0.8240793347358704,0.822815477848053,0.8200467228889465,0.8143244981765747,0.809943675994873
559,7,22,تاج‌گذاری کوروش بزرگ,"[{'text': 'کوروش بزرگ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF'}]",1180,10,14,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF,https://en.wikipedia.org/wiki/Cyrus_the_Great,Cyrus the Great,0.8316726088523865,0.8248476386070251,0.8200997114181519,0.8197414875030518,0.8192863464355469,0.8181858658790588,0.817772626876831
599,3,3,سپاه جبه نویان به دروازه های نیشابور رسید,"[{'text': 'جبه نویان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87_%D9%86%D9%88%DB%8C%D8%A7%D9%86'}]",1220,5,23,https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87_%D9%86%D9%88%DB%8C%D8%A7%D9%86,https://en.wikipedia.org/wiki/Jebe,Jebe,0.8166241645812988,0.8152111768722534,0.8146147727966309,0.8104355335235596,0.8103861212730408,0.8098279237747192,0.8076168298721313
637,2,1,آغاز نگارش گلستان سعدی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سعدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%D8%AF%DB%8C'}, {'text': 'گلستان سعدی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%D8%B9%D8%AF%DB%8C'}]",1258,4,21,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%D8%B9%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Gulistan_(book),Gulistan (book),0.7975912094116211,0.792593777179718,0.7893803119659424,0.7886136174201965,0.7878008484840393,0.7871583104133606,0.7837081551551819
638,2,16,آغاز ساخت رصدخانه مراغه (سه شنبه۴ جمادی‌الاول ۶۵۷ قمری) که بعنوان روز مراغه نام دارد. این روز با هدف شناساندن فرهنگ و تمدن و مکتب مراغه، با تصویب شورای فرهنگی عمومی به مناسبت آغاز احداث رصدخانه تاریخی در این شهر روز مراغه نام گذاری شده‌است.,"[{'text': 'تصویب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8'}, {'text': 'تمدن', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%85%D8%AF%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'رصدخانه مراغه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B5%D8%AF%D8%AE%D8%A7%D9%86%D9%87_%D9%85%D8%B1%D8%A7%D8%BA%D9%87'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'فرهنگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF'}, {'text': 'مکتب', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DA%A9%D8%AA%D8%A8'}, {'text': '۴ جمادی\u200cالاول', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%AC%D9%85%D8%A7%D8%AF%DB%8C%E2%80%8C%D8%A7%D9%84%D8%A7%D9%88%D9%84'}]",1259,5,6,https://fa.wikipedia.org/wiki/%D8%B1%D8%B5%D8%AF%D8%AE%D8%A7%D9%86%D9%87_%D9%85%D8%B1%D8%A7%D8%BA%D9%87,https://en.wikipedia.org/wiki/Maragheh_observatory,Maragheh observatory,0.8026366829872131,0.8024921417236328,0.7997456789016724,0.7994914054870605,0.7988495230674744,0.7962132096290588,0.7658476233482361
663,8,2,کشته شدن خواجه شمس‌الدین جوینی، (صاحبدیوان)، ادیب، شاعر و وزیر ارغون‌خان (چهارمین ایلخانان),"[{'text': 'ادیب', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA'}, {'text': 'ارغون\u200cخان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%BA%D9%88%D9%86%E2%80%8C%D8%AE%D8%A7%D9%86'}, {'text': 'ایلخانان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D8%AE%D8%A7%D9%86%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شاعر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%B9%D8%B1'}, {'text': 'شمس\u200cالدین جوینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%88%DB%8C%D9%86%DB%8C'}, {'text': 'وزیر', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%DB%8C%D8%B1'}]",1284,10,23,https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%88%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Shams_al-Din_Juvayni,Shams al-Din Juvayni,0.8301137685775757,0.8291605114936829,0.8281546831130981,0.8277919888496399,0.82199627161026,0.8202763795852661,0.8047114014625549
880,9,30,تاج‌گذاری شاه اسماعیل یکم,"[{'text': 'شاه اسماعیل یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85'}]",1501,12,21,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85,https://en.wikipedia.org/wiki/Ismail_I,Ismail I,0.8436501026153564,0.8417853116989136,0.8394315242767334,0.8389919996261597,0.8389586210250854,0.8376060724258423,0.8335503339767456
889,9,16,نبرد مرو میان صفویان با همراهی بابر گورکانی در برابر شیبانیان,"[{'text': 'نبرد مرو', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88'}]",1510,12,8,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88,https://en.wikipedia.org/wiki/Battle_of_Merv,Battle of Merv,0.8086708784103394,0.807475209236145,0.8037421107292175,0.8037037253379822,0.803001344203949,0.8005276322364807,0.7962110042572021
891,9,1,جنگ غجدوان,"[{'text': 'جنگ غجدوان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%BA%D8%AC%D8%AF%D9%88%D8%A7%D9%86'}]",1512,11,22,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%BA%D8%AC%D8%AF%D9%88%D8%A7%D9%86,https://en.wikipedia.org/wiki/Battle_of_Ghazdewan,Battle of Ghazdewan,0.7487361431121826,0.7465994954109192,0.7453067302703857,0.728084921836853,0.6156747937202454,0.6104038953781128,0.5114208459854126
